text,label
get anxious feeling feel xox soon it ll real thing already need flawless,1
feel rich bless joyful,1
horrible anxiety dream every night last week make feel really paranoid course read conspiracy theory unsolved crime online do not hugely help matter,4
truly feel somehow enough hate get mad,3
remember feel uncertain young especially become teenager,4
feel can not get far enough away feed melancholy long enough would wither die,0
want enter defiance come different culture feel offend allow,3
feel rebellious ate,3
feel agitated restless edge quite often,3
feel uncomfortable use word awesome idea actually,4
I m feel rather pleased tonight,1
feel like lead gentle kind,2
feel like actively hate every single second rather bear,3
I m feel indecisive scare,4
feel violent tug eye socket,3
feel carefree nowwwwww,1
believe display deep emotional yearning semblance normality peace since appear dance arab feel threaten fully armed soldier,4
leave feel discouraged hopeless,0
feel go get messy get fix back road,0
feel frustrated easy day remember blessing research learn trial error hard success patience give far well garden long run,3
sick cold amp feeling well wonder would even able patience go whitleys month photo shoot,1
tempt feel little bitter saw,3
feel kind insecure anyways back doha,4
grateful long feel frantic urge fix emotional upset around,4
feel strange brew,5
feel quite strongly student punish due well badly fair compare completely unrelated group people,0
want job permanent feel like value,1
care someone emotional spiritual intellectual progress point feel like exert progress important love,1
actually feel comfortable speak other japanese feel pretty happy current progress,1
learn different thing like family plan arrangement even real pain feel love one pass,2
feel least date would vain,0
like keep record life write form picture feel like even important baby,1
feel unhappy miserable wretched glum gloomy forelorn heartbroken,0
really feel horribly irritable little bit depressed,3
feel honoured part series join wonderful talented lady celebration womanhood,1
feel confident team right four hour ago,1
simply say sorry get car get house feel restless,4
I ve feel bit paranoid like really noticable I m everyone see,4
feel fabulous bird weekend everyone,1
bus stop hear squeak baachan trolley feel little paranoid,4
I m feel rush like plan certain thing summer long,3
feel cold breeze,3
try breathe feel frustrated breathe calm desire,3
feel language warn pretty benign open suggestion improve,1
know thing head do not really prepare heartbreak even would feel heart break danielle military wife go thru lose husband try protect country,0
suddenly feel lot smart talente last night,1
get actually feel like everyone buy smell amazing,1
feel though can not bear motion quilting even though idea delight day ago,1
feel heartless feel bored believe love anymore,3
end shoeless make feel even vulnerable slowing,4
highly critical dennis covington book article must admit say something merit discussion note close chapter feel god dangerous business,3
refer course though can not help feel somehow ironically retrospect loudon son kate mcgarrigle rather talented rufu wainwright,1
feel lonely day birthday,0
feel like capture sweet look,1
envision intend I m feel unsure whether get vision intention right,4
feel like need cute picture share,1
feel low,0
feel really angry sometimes love god have not enough,3
feel sorry rafael bosch,0
hope certain people attend important thing life still come back blogge feel miss blogging,0
feel comfortable stay house feel relentless I m ask something tired almost time bore without money,1
guess I m feel generous today decide offer fabulous deal popular print moment,1
begin feel unpleasant anime fandom general,0
feel tender disorient,2
feel really carefree today really carefree,1
feel miserable sick hoping amount sleep get have not much choice zero energy cold meds vitamin lot fluid high hope feel well tomorrow,0
I m feel cranky horrible,3
I m comfortable relationship will not feel slutty one person amount would single,2
feel troubled ongoing relocation front door,0
ask make feel fabulous say healthy family healthy live free country,1
wake feel incredibly content amp optimistic today however wake terrible cold complete lack energy,1
I m feel combination terrify relieve,4
really feel wrong patient,3
feel gulam ali even talente many classical singer,1
go guy someone want genuine guy would treat right spend quality time make feel special,1
think feel passionate favorite workout gear love see people love need live without hope share favorite comment,2
